trans_hour,trans_day,trans_month,trans_year,category,age,trans_amount,state,zip,fraud_risk
0,27,1,2022,2,60,61.29,34,13615,0
0,1,6,2022,1,76,70.24,43,75210,0
3,4,7,2022,4,57,132.51,14,61560,0
14,3,11,2022,1,21,3.54,33,89512,0
14,3,8,2022,10,92,28.53,10,31563,0
5,4,5,2022,2,75,48.1,47,99113,0
9,2,12,2022,9,27,28.77,43,79085,0
14,3,8,2022,5,21,11.24,10,30009,0
7,22,3,2022,12,40,125.95,38,15077,0
21,1,6,2022,7,29,54.02,36,73754,0
9,22,1,2022,11,92,368.34,2,72513,0
3,1,1,2022,8,60,8.68,4,96037,0
20,15,1,2022,13,32,6.64,38,17060,0
14,16,3,2022,0,21,82.98,40,29438,0
8,25,3,2022,4,73,86.46,1,36344,0
12,2,2,2022,12,35,1.02,43,75662,0
19,26,2,2022,0,46,88.21,32,87533,0
20,29,3,2022,5,31,4.56,38,16858,0
3,3,4,2022,8,40,247.05,47,99160,0
3,4,1,2022,8,56,6.9,34,10970,0
19,27,3,2022,5,37,138.63,12,50314,0
21,3,12,2022,6,55,48.43,18,71232,0
13,16,1,2022,6,23,28.39,4,90250,0
22,21,2,2022,1,80,13.9,2,72524,0
20,1,4,2022,10,46,31.55,26,59448,0
6,30,3,2022,11,56,1.69,14,62424,0
20,31,3,2022,7,33,115.25,22,48438,0
5,31,3,2022,2,23,69.58,43,78214,0
15,1,4,2022,11,40,9.05,32,87117,0
12,2,2,2022,6,54,148.5,22,49879,0
21,26,3,2022,1,60,25.42,34,13615,0
11,15,2,2022,4,28,110.64,10,31630,0
14,1,4,2022,5,84,16.27,27,27249,0
4,31,3,2022,4,30,72.01,32,87035,0
10,17,3,2022,2,54,78.68,42,38079,0
4,31,3,2022,4,30,72.01,32,87035,0
23,28,2,2022,5,78,66.11,45,24070,0
12,4,6,2022,13,58,4.51,25,39653,0
2,23,1,2022,9,44,360.99,47,98233,0
18,31,1,2022,10,49,30.34,12,52576,0
14,2,4,2022,5,47,12.28,49,26339,0
18,1,11,2022,7,30,60.32,36,73754,0
13,3,9,2022,10,58,36.78,16,67556,0
12,4,6,2022,13,58,4.51,25,39653,0
20,1,4,2022,10,46,31.55,26,59448,0
9,22,1,2022,11,92,368.34,2,72513,0
8,2,3,2022,2,26,77.07,35,45801,0
16,1,8,2022,7,48,15.16,43,75092,0
17,2,4,2022,10,43,33.45,46,5733,0
5,26,2,2022,2,33,63.73,24,64874,0
20,18,3,2022,5,53,1.94,31,7640,0
14,16,3,2022,0,21,82.98,40,29438,0
5,2,5,2022,12,77,9.32,35,45342,0
10,25,2,2022,4,47,111.25,12,51521,0
20,2,4,2022,10,40,11.25,9,34112,0
8,20,1,2022,8,33,2.97,45,23937,0
10,2,12,2022,8,28,5.03,49,24970,0
14,3,9,2022,1,79,49.75,45,24070,0
13,1,1,2022,11,41,23.25,18,70808,0
23,13,1,2022,0,42,37.63,21,4555,0
10,25,2,2022,4,47,111.25,12,51521,0
17,19,3,2022,0,48,51.08,1,36758,0
12,15,3,2022,7,34,48.68,43,77007,0
17,4,5,2022,7,39,58.84,35,45622,0
11,23,2,2022,12,63,13.96,4,92210,0
14,2,12,2022,7,41,27.78,34,11978,0
20,3,6,2022,10,27,100.21,48,53120,0
5,2,5,2022,12,77,9.32,35,45342,0
4,1,8,2022,11,28,82.92,28,58015,0
20,2,4,2022,10,40,11.25,9,34112,0
4,28,2,2022,12,50,59.43,14,60193,0
23,28,1,2022,0,41,102.99,1,35049,0
3,4,7,2022,4,73,127.19,4,96038,0
5,1,2,2022,9,79,1.48,35,43160,0
23,2,4,2022,9,35,8.1,43,77412,0
18,23,3,2022,11,37,7.78,3,85020,0
14,3,9,2022,1,79,49.75,45,24070,0
19,14,2,2022,1,23,166.27,22,49628,0
22,22,3,2022,7,15,58.66,14,62668,0
14,2,5,2022,12,45,150.3,21,4616,0
22,3,6,2022,0,34,35.14,1,36869,0
20,4,1,2022,5,26,22.97,44,84003,0
16,16,2,2022,10,31,41.36,6,6024,0
23,2,11,2022,6,29,75.93,15,47470,0
21,27,2,2022,5,33,37.38,20,21872,0
9,4,1,2022,4,34,221.68,38,19149,0
6,26,2,2022,4,51,113.31,32,88325,0
7,2,3,2022,11,51,2.51,29,68403,0
14,1,4,2022,5,84,16.27,27,27249,0
3,4,1,2022,3,54,26.98,26,59542,0
9,28,1,2022,12,55,2.75,19,2630,0
8,27,3,2022,4,38,185.48,49,25526,0
1,18,2,2022,2,47,45.04,38,17041,0
21,3,11,2022,5,39,58.86,49,25526,0
12,20,1,2022,1,40,60.49,9,33510,0
18,4,4,2022,0,35,107.6,50,82901,0
7,22,2,2022,4,33,225.48,22,48438,0
16,27,3,2022,6,33,55.2,4,94558,0
22,2,9,2022,7,28,62.56,7,20017,0
0,25,3,2022,12,58,4.17,35,44265,0
1,3,10,2022,2,47,56.98,41,57374,0
8,1,3,2022,2,33,71.17,36,73027,0
23,16,2,2022,5,57,29.51,44,84735,0
22,21,1,2022,0,44,3.14,22,48034,0
18,29,1,2022,5,72,3.48,38,16421,0
1,3,10,2022,11,35,84.92,17,40914,0
12,3,8,2022,7,41,49.37,26,59014,0
17,28,1,2022,12,47,4.53,35,45331,0
13,3,10,2022,10,89,24.02,28,58531,0
14,15,3,2022,6,41,24.15,43,75452,0
14,29,3,2022,11,31,2.72,6,6024,0
20,2,7,2022,1,32,62.56,38,19456,0
2,16,2,2022,2,81,54.22,34,12575,0
4,4,4,2022,3,48,62.98,43,75092,0
21,1,3,2022,6,59,33.39,4,94569,0
16,26,3,2022,5,50,22.16,38,15834,0
21,4,5,2022,10,31,80.04,23,56672,0
11,24,3,2022,3,30,21.8,35,44233,0
0,1,8,2022,2,32,51.48,16,66941,0
11,29,3,2022,8,40,1.85,1,35776,0
21,15,2,2022,6,68,66.67,29,68950,0
3,26,2,2022,4,38,114.6,41,57756,0
21,3,12,2022,6,55,48.43,18,71232,0
16,20,2,2022,11,34,1.63,43,77007,0
12,2,9,2022,10,57,2.86,38,16239,0
20,1,4,2022,7,59,92.78,17,41810,0
3,25,3,2022,11,34,101.34,48,53924,0
12,17,3,2022,5,68,36.45,9,34120,0
13,15,1,2022,6,38,47.88,29,68859,0
19,24,3,2022,0,21,2.63,43,79252,0
5,31,3,2022,3,19,25.6,12,52563,0
7,4,5,2022,2,68,75.11,45,22151,0
5,22,3,2022,9,28,26.76,10,31046,0
3,14,3,2022,9,29,38.5,26,59710,0
3,4,1,2022,3,54,26.98,26,59542,0
1,1,3,2022,1,51,41.39,22,48221,0
14,29,1,2022,0,14,57.46,14,60958,0
2,24,3,2022,4,48,118.67,38,15458,0
8,1,8,2022,2,33,64.31,50,82514,0
3,26,2,2022,4,38,114.6,41,57756,0
12,28,3,2022,6,43,21.65,43,76578,0
20,4,1,2022,13,37,7.2,47,99323,0
4,17,3,2022,2,28,87.49,34,12419,0
3,17,3,2022,2,50,44.64,28,58765,0
19,18,2,2022,7,51,18.71,34,12093,0
19,21,1,2022,1,43,113.3,5,80120,0
15,4,7,2022,5,48,29.93,23,55128,0
18,2,12,2022,7,36,18.14,38,15484,0
21,31,3,2022,6,26,31.54,18,71291,0
17,21,2,2022,1,33,84.37,20,21872,0
21,28,2,2022,10,21,1.04,40,29455,0
13,4,5,2022,6,43,316.71,45,22968,0
23,20,1,2022,12,20,372.28,46,5461,0
3,2,8,2022,2,64,66.81,22,49632,0
14,2,4,2022,5,47,12.28,49,26339,0
16,30,3,2022,13,51,3.69,29,68403,0
21,3,8,2022,10,73,20.8,34,13342,0
15,2,7,2022,5,35,71.15,47,98238,0
20,25,3,2022,5,47,32.19,23,55128,0
8,27,3,2022,4,38,185.48,49,25526,0
15,22,2,2022,10,46,57.38,1,35811,0
13,3,12,2022,6,78,40.81,36,74633,0
16,21,1,2022,9,40,3.63,31,7750,0
11,15,2,2022,4,54,65.84,19,2180,0
22,21,2,2022,1,80,13.9,2,72524,0
14,4,2,2022,12,28,3.17,34,13755,0
8,30,3,2022,2,19,26.21,47,99033,0
10,3,11,2022,9,39,35.38,20,21790,0
8,4,2,2022,4,65,104.17,15,46946,0
5,19,2,2022,12,59,450.28,17,41810,0
8,1,12,2022,11,47,98.61,18,70531,0
2,2,8,2022,11,46,98.38,50,82711,0
11,27,2,2022,12,54,4.96,22,48154,0
8,2,9,2022,2,23,43.82,39,2908,0
22,4,7,2022,10,38,76.22,23,56321,0
21,3,10,2022,7,28,190.0,4,94015,0
15,1,7,2022,1,45,64.05,38,17850,0
23,27,1,2022,6,53,9.46,27,28901,0
10,2,3,2022,2,44,67.52,38,17850,0
14,3,2,2022,10,43,7.2,43,78248,0
7,16,1,2022,8,46,204.65,38,17041,0
20,1,1,2022,0,19,34.5,17,42171,0
16,3,11,2022,12,23,129.42,34,13469,0
16,17,3,2022,11,33,20.18,22,48438,0
18,1,10,2022,7,50,46.54,10,30257,0
13,16,3,2022,0,44,15.17,31,7060,0
8,22,1,2022,0,92,1.06,19,1612,0
22,2,9,2022,7,28,62.56,7,20017,0
23,27,2,2022,5,39,5.7,22,49854,0
4,25,3,2022,4,65,120.56,34,12910,0
3,4,7,2022,4,73,127.19,4,96038,0
22,28,2,2022,6,33,5.54,4,94558,0
16,1,8,2022,7,48,15.16,43,75092,0
20,3,6,2022,7,48,94.58,4,91321,0
11,3,10,2022,9,85,5.45,9,34112,0
13,28,3,2022,7,17,32.79,23,55606,0
7,25,1,2022,0,61,132.16,35,44483,0
1,1,1,2022,3,15,55.81,14,62668,0
3,23,1,2022,2,39,53.47,24,63867,0
16,17,3,2022,11,33,20.18,22,48438,0
4,28,2,2022,12,50,59.43,14,60193,0
4,1,12,2022,2,33,71.08,9,33872,0
16,27,3,2022,6,33,55.2,4,94558,0
18,20,1,2022,7,43,1.53,43,78248,0
4,24,3,2022,0,82,74.03,34,12575,0
12,1,8,2022,13,29,3.91,1,35022,0
17,1,12,2022,9,32,30.11,45,24340,0
16,14,1,2022,10,19,148.1,25,38761,0
9,4,1,2022,4,34,221.68,38,19149,0
5,1,11,2022,9,91,327.36,29,68641,0
3,25,3,2022,11,34,101.34,48,53924,0
16,2,12,2022,10,61,57.6,22,49705,0
17,31,1,2022,6,37,6.93,49,26292,0
3,3,4,2022,8,40,247.05,47,99160,0
19,1,1,2022,10,48,71.86,49,24927,0
8,16,3,2022,3,26,70.51,18,71291,0
23,22,1,2022,11,22,5.42,4,95148,0
4,25,2,2022,12,82,1.44,48,54981,0
13,3,10,2022,10,89,24.02,28,58531,0
8,1,11,2022,4,37,95.71,45,22719,0
3,26,1,2022,2,35,55.42,43,77412,0
22,2,7,2022,11,22,36.53,38,17051,0
13,1,1,2022,11,41,23.25,18,70808,0
21,15,2,2022,6,68,66.67,29,68950,0
19,21,1,2022,1,43,113.3,5,80120,0
23,25,3,2022,5,39,77.58,48,54418,0
8,1,3,2022,2,33,71.17,36,73027,0
15,2,11,2022,1,37,62.23,15,47515,0
15,25,3,2022,1,79,291.92,35,43160,0
12,20,2,2022,6,51,46.86,48,53926,0
6,18,3,2022,3,27,77.97,49,24970,0
6,24,3,2022,3,45,35.51,4,90650,0
3,1,2,2022,4,47,42.41,22,48174,0
1,31,3,2022,11,64,5.5,1,35651,0
8,31,3,2022,2,36,88.52,36,74047,0
8,4,2,2022,4,65,104.17,15,46946,0
15,4,4,2022,7,27,2.82,34,13647,0
8,1,8,2022,4,45,81.91,50,82063,0
18,26,3,2022,6,31,27.13,50,82072,0
17,1,12,2022,9,32,30.11,45,24340,0
8,14,3,2022,12,66,3.41,43,75236,0
4,3,8,2022,4,51,135.93,49,26237,0
21,29,1,2022,6,40,69.66,43,76445,0
6,3,9,2022,8,26,18.18,5,80951,0
20,28,1,2022,7,53,112.53,20,21865,0
19,29,1,2022,1,46,77.96,1,35811,0
21,26,3,2022,1,60,25.42,34,13615,0
20,3,5,2022,1,15,9.1,14,62668,0
1,25,2,2022,12,59,42.66,21,4680,0
15,30,1,2022,5,38,8.75,31,7208,0
5,24,3,2022,2,63,75.23,21,4047,0
15,4,7,2022,6,30,57.37,35,45307,0
21,27,3,2022,8,31,9.59,44,84540,0
0,15,3,2022,4,39,96.01,23,55065,0
9,1,4,2022,9,48,250.02,21,4226,0
12,14,2,2022,7,51,4.74,29,68438,0
19,1,8,2022,12,29,7.81,12,51632,0
17,2,4,2022,10,43,33.45,46,5733,0
1,26,3,2022,3,43,44.19,2,72011,0
11,23,3,2022,3,38,57.63,14,62571,0
19,15,1,2022,7,28,8.71,43,78584,0
14,30,3,2022,7,66,95.02,1,35581,0
15,1,3,2022,1,59,9.06,49,25049,0
11,2,10,2022,11,65,7.46,38,16048,0
23,17,3,2022,7,36,8.68,42,37754,0
16,20,2,2022,11,34,1.63,43,77007,0
2,3,12,2022,4,36,117.53,43,77412,0
23,22,2,2022,10,24,46.7,42,37138,0
8,30,3,2022,2,19,26.21,47,99033,0
23,14,1,2022,10,47,12.7,12,51521,0
11,29,3,2022,8,40,1.85,1,35776,0
15,3,2,2022,6,24,31.35,18,70726,0
9,2,12,2022,4,47,231.84,4,95453,0
18,23,3,2022,11,37,7.78,3,85020,0
19,26,2,2022,10,67,9.02,17,40202,0
7,2,3,2022,11,51,2.51,29,68403,0
9,28,3,2022,8,63,4.41,5,80824,0
23,28,1,2022,0,41,102.99,1,35049,0
0,15,3,2022,4,39,96.01,23,55065,0
10,19,1,2022,4,32,66.7,14,60091,0
4,3,4,2022,8,42,54.51,14,62856,0
20,22,2,2022,0,54,74.4,43,76366,0
1,1,3,2022,1,51,41.39,22,48221,0
19,26,3,2022,7,91,33.87,29,68641,0
22,23,3,2022,9,21,96.76,40,29438,0
7,17,3,2022,2,37,75.12,48,53129,0
12,1,10,2022,6,41,33.9,43,76626,0
15,14,3,2022,7,19,193.08,25,38761,0
13,17,2,2022,12,19,2.42,3,85086,0
22,28,3,2022,11,44,8.01,40,29911,0
13,22,2,2022,6,33,10.67,20,21872,0
2,2,3,2022,12,63,3.69,15,47110,0
1,1,1,2022,3,15,55.81,14,62668,0
7,2,7,2022,2,42,36.83,21,4555,0
22,28,1,2022,5,63,105.18,38,16037,0
6,21,3,2022,3,25,45.95,34,13811,0
18,4,1,2022,9,38,358.06,31,7208,0
4,25,2,2022,12,82,1.44,48,54981,0
18,31,1,2022,10,49,30.34,12,52576,0
20,2,7,2022,1,32,62.56,38,19456,0
3,1,2,2022,4,47,42.41,22,48174,0
11,19,2,2022,9,72,6.17,49,25106,0
4,24,1,2022,9,35,35.11,28,58769,0
23,13,1,2022,5,51,17.73,29,68626,0
8,21,3,2022,2,46,56.01,25,39211,0
5,25,3,2022,2,56,71.2,38,16878,0
21,1,3,2022,11,40,400.0,42,37132,0
7,1,7,2022,2,33,47.17,9,33872,0
4,27,1,2022,4,59,127.56,21,4680,0
2,16,2,2022,2,81,54.22,34,12575,0
12,29,1,2022,6,92,69.79,2,72513,0
18,27,3,2022,7,20,25.47,34,11217,0
20,28,1,2022,6,57,5.61,4,90403,0
13,4,4,2022,13,71,5.31,10,39840,0
22,3,3,2022,1,42,87.28,18,70808,0
21,27,1,2022,10,45,83.14,27,28073,0
22,28,2,2022,6,33,5.54,4,94558,0
18,21,3,2022,13,54,142.9,32,87540,0
11,23,3,2022,3,38,57.63,14,62571,0
23,13,1,2022,0,42,37.63,21,4555,0
4,31,3,2022,9,62,1.24,42,37165,0
8,20,2,2022,8,48,4.42,49,24927,0
20,30,1,2022,7,24,149.05,18,70726,0
17,26,2,2022,6,53,78.31,13,83643,0
0,25,3,2022,12,58,4.17,35,44265,0
12,3,8,2022,7,41,49.37,26,59014,0
4,16,1,2022,4,42,163.01,43,79237,0
17,29,1,2022,4,19,71.2,25,38761,0
12,15,1,2022,10,18,65.07,32,88355,0
14,3,3,2022,0,50,8.97,17,42634,0
14,30,3,2022,7,66,95.02,1,35581,0
2,2,3,2022,12,63,3.69,15,47110,0
23,30,3,2022,0,57,80.6,48,54654,0
0,20,2,2022,3,30,50.53,34,11955,0
5,4,5,2022,2,75,48.1,47,99113,0
13,28,1,2022,5,19,10.93,25,38761,0
12,17,3,2022,5,68,36.45,9,34120,0
15,4,3,2022,12,35,8.98,20,21750,0
12,1,12,2022,11,29,1409.46,34,10463,0
2,4,6,2022,2,45,72.1,38,16314,0
21,20,1,2022,1,41,9.59,20,21208,0
4,18,2,2022,2,31,44.24,16,66941,0
15,4,7,2022,6,30,57.37,35,45307,0
6,21,3,2022,3,25,45.95,34,13811,0
20,4,1,2022,13,37,7.2,47,99323,0
15,3,8,2022,5,37,30.01,49,26292,0
15,4,4,2022,7,27,2.82,34,13647,0
18,18,2,2022,13,55,7.65,19,2630,0
6,28,1,2022,3,33,85.9,38,19007,0
21,3,8,2022,10,73,20.8,34,13342,0
7,25,1,2022,0,61,132.16,35,44483,0
1,13,1,2022,12,58,6.45,19,1330,0
11,22,1,2022,12,32,135.07,45,23303,0
10,4,6,2022,11,58,5.69,16,67556,0
23,18,2,2022,5,59,6.2,4,94569,0
16,2,12,2022,0,41,5.12,42,37132,0
18,27,3,2022,7,20,25.47,34,11217,0
21,14,1,2022,7,92,62.49,2,72513,0
23,2,7,2022,0,82,62.7,34,12575,0
20,29,1,2022,1,37,26.11,49,26292,0
20,13,3,2022,1,59,33.72,4,94569,0
6,25,3,2022,11,49,4.31,12,52576,0
7,2,7,2022,2,42,36.83,21,4555,0
11,4,4,2022,12,63,30.83,28,58651,0
21,13,1,2022,6,17,7.35,23,55606,0
8,4,2,2022,12,59,6.4,21,4680,0
9,3,6,2022,2,32,86.9,38,17060,0
16,20,2,2022,6,64,6.2,38,16048,0
8,1,8,2022,11,49,5.72,35,44857,0
22,29,1,2022,13,31,7.54,9,33040,0
16,2,12,2022,0,41,5.12,42,37132,0
16,1,11,2022,13,26,5.21,27,28314,0
14,29,1,2022,0,14,57.46,14,60958,0
12,13,3,2022,0,21,38.5,10,31632,0
23,27,2,2022,5,39,5.7,22,49854,0
0,4,1,2022,11,78,2.26,29,68932,0
21,2,3,2022,7,42,178.57,21,4555,0
14,18,3,2022,7,25,155.03,42,38060,0
16,17,3,2022,11,33,20.18,22,48438,0
15,4,3,2022,12,35,8.98,20,21750,0
12,4,7,2022,1,64,50.39,43,79548,0
4,2,5,2022,4,34,101.93,14,62926,0
21,4,1,2022,10,19,46.2,25,38761,0
1,3,10,2022,11,35,84.92,17,40914,0
15,26,2,2022,7,39,45.39,25,39113,0
12,3,8,2022,1,39,18.34,49,25213,0
14,16,3,2022,0,21,82.98,40,29438,0
17,27,2,2022,7,33,245.21,9,33872,0
4,28,2,2022,12,50,59.43,14,60193,0
18,18,2,2022,10,38,80.14,50,82227,0
1,31,3,2022,11,64,5.5,1,35651,0
23,18,2,2022,8,34,230.32,34,13361,0
15,1,2,2022,10,20,7.27,46,5461,0
12,2,9,2022,10,57,2.86,38,16239,0
15,4,1,2022,7,25,42.59,22,48193,0
7,22,3,2022,2,48,65.39,1,36749,0
3,19,3,2022,9,78,9.41,45,24070,0
11,15,2,2022,4,54,65.84,19,2180,0
9,3,11,2022,12,68,3.36,45,22151,0
6,3,10,2022,12,33,144.76,45,24433,0
16,14,1,2022,10,19,148.1,25,38761,0
15,27,3,2022,1,43,36.19,46,5733,0
5,20,3,2022,11,64,2.4,24,64630,0
2,3,2,2022,4,62,103.04,38,16839,0
17,29,1,2022,4,19,71.2,25,38761,0
16,3,12,2022,11,20,4.03,25,38761,0
21,28,1,2022,8,20,9.97,34,11217,0
18,1,10,2022,7,50,46.54,10,30257,0
22,23,3,2022,9,21,96.76,40,29438,0
23,30,3,2022,12,48,1.11,43,76665,0
5,31,3,2022,3,19,25.6,12,52563,0
13,21,3,2022,10,26,16.84,24,64058,0
17,30,3,2022,6,31,9.86,3,85173,0
1,29,3,2022,4,60,75.16,1,36009,0
21,4,3,2022,6,29,88.72,26,59710,0
8,1,8,2022,3,18,16.34,25,38677,0
12,2,2,2022,6,54,148.5,22,49879,0
20,18,3,2022,5,53,1.94,31,7640,0
1,1,2,2022,4,30,281.06,27,28611,1
1,1,2,2022,2,58,11.52,43,78208,1
3,1,2,2022,4,58,276.31,43,78208,1
3,1,2,2022,2,30,7.03,27,28611,1
3,1,2,2022,4,58,275.73,43,78208,1
13,1,2,2022,11,30,844.8,27,28611,1
23,1,2,2022,8,30,843.91,27,28611,1
1,1,3,2022,2,58,10.76,43,78208,1
1,1,3,2022,4,58,332.35,43,78208,1
3,1,3,2022,4,58,315.34,43,78208,1
16,1,3,2022,4,77,337.05,38,15665,1
18,1,3,2022,12,77,711.66,38,15665,1
22,1,3,2022,8,77,707.5,38,15665,1
22,1,3,2022,11,30,942.62,27,28611,1
22,1,3,2022,13,77,4.5,38,15665,1
23,1,3,2022,12,30,821.96,27,28611,1
23,1,3,2022,11,30,1092.68,27,28611,1
23,1,3,2022,11,30,1254.27,27,28611,1
23,1,3,2022,4,58,274.09,43,78208,1
0,1,4,2022,3,79,14.37,0,99783,1
2,1,4,2022,4,77,316.93,38,15665,1
2,1,4,2022,4,77,327.68,38,15665,1
15,1,4,2022,11,79,966.11,0,99783,1
15,1,4,2022,8,77,795.22,38,15665,1
15,1,4,2022,12,77,1015.8,38,15665,1
22,1,4,2022,8,77,722.18,38,15665,1
22,1,4,2022,11,77,898.81,38,15665,1
22,1,4,2022,11,77,1001.63,38,15665,1
22,1,4,2022,9,79,49.61,0,99783,1
23,1,4,2022,4,79,295.26,0,99783,1
23,1,4,2022,11,77,1099.99,38,15665,1
23,1,4,2022,5,79,18.17,0,99783,1
3,1,5,2022,2,79,20.45,0,99783,1
3,1,5,2022,2,79,18.19,0,99783,1
11,1,5,2022,4,64,367.29,24,64630,1
18,1,5,2022,8,79,768.15,0,99783,1
22,1,5,2022,8,79,849.49,0,99783,1
22,1,5,2022,11,64,1177.79,24,64630,1
22,1,5,2022,4,79,307.09,0,99783,1
22,1,5,2022,7,79,4.58,0,99783,1
22,1,5,2022,12,79,730.78,0,99783,1
22,1,5,2022,11,79,1006.4,0,99783,1
22,1,5,2022,12,79,830.72,0,99783,1
23,1,5,2022,4,79,311.92,0,99783,1
23,1,5,2022,12,64,762.93,24,64630,1
18,1,6,2022,11,64,855.88,24,64630,1
23,1,6,2022,11,64,909.29,24,64630,1
4,1,7,2022,4,62,300.14,2,71832,1
22,1,7,2022,11,62,967.92,2,71832,1
23,1,7,2022,4,62,270.01,2,71832,1
23,1,7,2022,4,62,289.69,2,71832,1
0,1,8,2022,4,17,311.83,35,45638,1
0,1,8,2022,4,17,283.19,35,45638,1
1,1,8,2022,2,20,15.82,45,23106,1
1,1,8,2022,4,62,296.32,2,71832,1
1,1,8,2022,4,20,334.28,45,23106,1
1,1,8,2022,9,29,664.73,34,13755,1
2,1,8,2022,2,62,8.79,2,71832,1
2,1,8,2022,4,62,301.55,2,71832,1
2,1,8,2022,4,20,327.26,45,23106,1
3,1,8,2022,11,29,1127.56,34,13755,1
3,1,8,2022,4,17,276.41,35,45638,1
3,1,8,2022,8,29,722.92,34,13755,1
4,1,8,2022,2,20,8.33,45,23106,1
4,1,8,2022,4,29,333.09,34,13755,1
11,1,8,2022,4,17,291.51,35,45638,1
16,1,8,2022,0,29,564.57,34,13755,1
22,1,8,2022,12,29,929.28,34,13755,1
22,1,8,2022,8,20,848.32,45,23106,1
22,1,8,2022,11,62,1003.72,2,71832,1
22,1,8,2022,11,17,1131.66,35,45638,1
22,1,8,2022,11,17,959.59,35,45638,1
23,1,8,2022,0,62,388.02,2,71832,1
23,1,8,2022,11,17,1050.01,35,45638,1
23,1,8,2022,11,17,996.93,35,45638,1
23,1,8,2022,12,20,1030.43,45,23106,1
23,1,8,2022,11,17,937.47,35,45638,1
0,1,9,2022,8,17,623.43,35,45638,1
0,1,9,2022,4,29,346.69,34,13755,1
1,1,9,2022,4,68,337.06,9,34120,1
1,1,9,2022,2,64,18.86,41,57340,1
2,1,9,2022,11,29,847.72,34,13755,1
2,1,9,2022,8,17,897.67,35,45638,1
2,1,9,2022,4,68,305.6,9,34120,1
3,1,9,2022,4,68,301.33,9,34120,1
4,1,9,2022,8,29,701.88,34,13755,1
10,1,9,2022,4,68,303.14,9,34120,1
15,1,9,2022,8,17,749.94,35,45638,1
15,1,9,2022,11,64,1006.34,41,57340,1
22,1,9,2022,12,20,1104.38,45,23106,1
22,1,9,2022,11,68,1044.81,9,34120,1
22,1,9,2022,11,20,937.57,45,23106,1
22,1,9,2022,11,20,918.69,45,23106,1
22,1,9,2022,13,20,10.53,45,23106,1
22,1,9,2022,8,68,835.36,9,34120,1
22,1,9,2022,1,29,95.94,34,13755,1
22,1,9,2022,13,17,9.91,35,45638,1
23,1,9,2022,12,20,1148.15,45,23106,1
23,1,9,2022,12,68,945.56,9,34120,1
23,1,9,2022,7,29,18.24,34,13755,1
0,1,10,2022,4,68,325.38,9,34120,1
2,1,10,2022,2,68,8.45,9,34120,1
3,1,10,2022,4,64,311.47,41,57340,1
22,1,10,2022,11,68,1161.58,9,34120,1
22,1,10,2022,8,68,685.63,9,34120,1
23,1,10,2022,4,64,344.01,41,57340,1
0,1,11,2022,8,42,831.16,21,4555,1
0,1,11,2022,4,73,299.98,38,16421,1
1,1,11,2022,4,42,353.06,21,4555,1
1,1,11,2022,12,42,846.52,21,4555,1
2,1,11,2022,4,42,334.85,21,4555,1
2,1,11,2022,2,73,8.18,38,16421,1
3,1,11,2022,11,42,1008.39,21,4555,1
3,1,11,2022,2,42,9.15,21,4555,1
7,1,11,2022,2,73,11.48,38,16421,1
7,1,11,2022,9,42,830.58,21,4555,1
15,1,11,2022,5,42,21.13,21,4555,1
19,1,11,2022,5,42,19.51,21,4555,1
22,1,11,2022,11,73,992.1,38,16421,1
23,1,11,2022,12,73,882.9,38,16421,1
23,1,11,2022,5,42,24.78,21,4555,1
23,1,11,2022,11,73,1001.51,38,16421,1
0,1,12,2022,2,46,11.73,38,16314,1
1,1,12,2022,2,45,7.04,29,68869,1
1,1,12,2022,4,73,288.41,38,16421,1
2,1,12,2022,4,73,298.99,38,16421,1
3,1,12,2022,4,42,368.43,21,4555,1
3,1,12,2022,4,46,328.68,38,16314,1
7,1,12,2022,4,47,303.58,34,12460,1
15,1,12,2022,12,45,644.4,29,68869,1
15,1,12,2022,1,46,120.58,38,16314,1
19,1,12,2022,11,46,1081.35,38,16314,1
22,1,12,2022,8,73,843.44,38,16421,1
22,1,12,2022,7,42,20.58,21,4555,1
22,1,12,2022,11,46,776.7,38,16314,1
22,1,12,2022,8,73,728.36,38,16421,1
23,1,12,2022,8,45,784.77,29,68869,1
23,1,12,2022,6,42,264.35,21,4555,1
23,1,12,2022,4,47,278.32,34,12460,1
23,1,12,2022,8,73,696.76,38,16421,1
23,1,12,2022,1,42,119.72,21,4555,1
23,1,12,2022,8,47,741.88,34,12460,1
23,1,12,2022,11,45,1116.8,29,68869,1
0,13,1,2022,4,44,320.6,29,68869,1
0,13,1,2022,12,46,952.08,1,36617,1
1,13,1,2022,11,46,1060.34,1,36617,1
1,13,1,2022,2,47,7.42,34,12460,1
1,13,1,2022,4,44,276.8,29,68869,1
2,13,1,2022,4,44,336.2,29,68869,1
2,13,1,2022,4,47,303.03,34,12460,1
7,13,1,2022,4,45,308.84,38,16314,1
13,13,1,2022,7,46,19.19,1,36617,1
17,13,1,2022,11,45,1033.78,38,16314,1
21,13,1,2022,11,63,994.92,4,95148,1
22,13,1,2022,11,45,859.46,38,16314,1
22,13,1,2022,11,47,919.17,34,12460,1
22,13,1,2022,11,44,1062.95,29,68869,1
22,13,1,2022,12,44,770.94,29,68869,1
22,13,1,2022,12,45,728.77,38,16314,1
22,13,1,2022,7,46,25.27,1,36617,1
23,13,1,2022,8,63,816.89,4,95148,1
23,13,1,2022,7,46,23.18,1,36617,1
